state,county,school_name,vaccination_rate,num_students,school_id
AL,BALDWIN,CENTRAL CHRISTIAN SCHOOL,0.799330769230769,500,AL-00025
AL,BALDWIN,CHRIST THE KING CATHOLIC SCHOOL,0.932155555555556,500,AL-00026
AL,BALDWIN,DAPHNE EAST ELEMENTARY SCHOOL,0.974042857142857,500,AL-00027
AL,BALDWIN,DAPHNE ELEMENTARY SCHOOL,0.947225,500,AL-00028
AL,BALDWIN,DAPHNE HIGH SCHOOL,0.984775,500,AL-00029
AL,BALDWIN,DAPHNE MIDDLE SCHOOL,0.9805,500,AL-00030
AL,BALDWIN,DELTA ELEMENTARY SCHOOL,0.973514285714286,500,AL-00031
AL,BALDWIN,ELBERTA ELEMENTARY SCHOOL,0.9581,500,AL-00032
AL,BALDWIN,ELBERTA HIGH SCHOOL,0.9828,500,AL-00033
AL,BALDWIN,ELBERTA MIDDLE SCHOOL,0.971,500,AL-00034
AL,BALDWIN,ELSANOR SCHOOL,0.964014285714286,500,AL-00035
AL,BALDWIN,FAIRHOPE ELEMENTARY SCHOOL EAST,0.962242857142857,500,AL-00036
AL,BALDWIN,FAIRHOPE ELEMENTARY SCHOOL WEST,0.9611,500,AL-00037
AL,BALDWIN,FAIRHOPE HIGH SCHOOL,0.979275,500,AL-00038
AL,BALDWIN,FAIRHOPE MIDDLE SCHOOL,0.98775,500,AL-00039
AL,BALDWIN,FLORENCE B. MATHIS ELEMENTARY,0.976685714285714,500,AL-00040
AL,BALDWIN,FOLEY ELEMENTARY SCHOOL,0.9691,500,AL-00041
AL,BALDWIN,FOLEY HIGH SCHOOL,0.99035,500,AL-00042
AL,BALDWIN,FOLEY MIDDLE SCHOOL,0.98505,500,AL-00043
AL,BALDWIN,GOOD SHEPHERD LUTHERAN  SCHOOL,0.875,500,AL-00044
AL,BALDWIN,GULF SHORES ELEMENTARY SCHOOL,0.940733333333333,500,AL-00045
AL,BALDWIN,GULF SHORES HIGH SCHOOL,0.9818,500,AL-00046
AL,BALDWIN,GULF SHORES MIDDLE SCHOOL,0.960666666666667,500,AL-00047
AL,BALDWIN,J LARRY NEWTON SCHOOL,0.967414285714286,500,AL-00048
AL,BALDWIN,LOXLEY ELEMENTARY SCHOOL,0.983385714285714,500,AL-00049
AL,BALDWIN,MAGNOLIA SCHOOL,0.963814285714286,500,AL-00050
AL,BALDWIN,ORANGE BEACH ELEMENTARY SCHOOL,0.9464,500,AL-00051
AL,BALDWIN,ORANGE BEACH MIDDLE/HIGH SCHOOL,0.973133333333333,500,AL-00052
AL,BALDWIN,PERDIDO ELEMENTARY SCHOOL,0.986388888888889,500,AL-00053
AL,BALDWIN,PINE GROVE ELEMENTARY SCHOOL,0.985142857142857,500,AL-00054
AL,BALDWIN,ROBERTSDALE ELEMENTARY SCHOOL,0.964757142857143,500,AL-00055
AL,BALDWIN,ROBERTSDALE HIGH SCHOOL,0.9941,500,AL-00056
AL,BALDWIN,ROCKWELL ELEMENTARY SCHOOL,0.948371428571429,500,AL-00057
AL,BALDWIN,ROSINTON SCHOOL,0.916528571428571,500,AL-00058
AL,BALDWIN,SILVERHILL SCHOOL,0.960142857142857,500,AL-00059
AL,BALDWIN,SNOOK CHRISTIAN ACADEMY,0.883246153846154,500,AL-00060
AL,BALDWIN,SOUTH BALDWIN CHRISTIAN ACADEMY,0.860123076923077,500,AL-00061
AL,BALDWIN,SPANISH FORT ELEMENTARY SCHOOL,0.966142857142857,500,AL-00062
AL,BALDWIN,SPANISH FORT HIGH SCHOOL,0.984925,500,AL-00063
AL,BALDWIN,SPANISH FORT MIDDLE SCHOOL,0.9855,500,AL-00064
AL,BALDWIN,ST. BENEDICT CATHOLIC SCHOOL,0.939385714285714,500,AL-00065
AL,BALDWIN,ST. JAMES EPISCOPAL SCHOOL,0.931,500,AL-00066
AL,BALDWIN,ST. MICHAEL CATHOLIC HIGH SCHOOL,0.9849,500,AL-00067
AL,BALDWIN,ST. PATRICK CATHOLIC SCHOOL,0.993466666666667,500,AL-00068
AL,BALDWIN,STAPLETON SCHOOL,0.935585714285714,500,AL-00069
AL,BALDWIN,STONEBRIDGE,0.957,500,AL-00070
AL,BALDWIN,SUMMERDALE SCHOOL,0.959433333333333,500,AL-00071
AL,BALDWIN,SWIFT ELEMENTARY SCHOOL,0.986057142857143,500,AL-00072
AL,BALDWIN,W J CARROLL INTERMEDIATE SCHOOL,0.970966666666667,500,AL-00073
AL,BARBOUR,ALABAMA VIRTUAL ACADEMY AT EUFAULA CITY SCHOOLS,0.9534,500,AL-00074
AL,BARBOUR,BARBOUR COUNTY HIGH SCHOOL,1,500,AL-00075
AL,BARBOUR,BARBOUR COUNTY INTERMEDIATE SCHOOL,0.95634,500,AL-00076
AL,BARBOUR,BARBOUR COUNTY PRIMARY SCHOOL,1,500,AL-00077
AL,BARBOUR,EUFAULA ELEMENTARY SCHOOL,0.987466666666667,500,AL-00078
AL,BARBOUR,EUFAULA HIGH SCHOOL,0.997075,500,AL-00079
AL,BARBOUR,EUFAULA PRIMARY SCHOOL,0.994233333333333,500,AL-00080
AL,BARBOUR,MOORER MIDDLE SCHOOL,0.993633333333333,500,AL-00081
AL,BARBOUR,PARKVIEW CHRISTIAN SCHOOL,0.961442857142857,500,AL-00082
AL,BARBOUR,THE LAKESIDE SCHOOL,0.971507692307692,500,AL-00083
AL,BIBB,BIBB COUNTY HIGH SCHOOL,0.99195,500,AL-00084
AL,BIBB,BRENT ELEMENTARY SCHOOL,0.97206,500,AL-00085
AL,BIBB,CAHAWBA CHRISTIAN ACADEMY,1,500,AL-00086
AL,BIBB,CENTREVILLE MIDDLE SCHOOL,0.992025,500,AL-00087
AL,BIBB,RANDOLPH ELEMENTARY SCHOOL,0.961442857142857,500,AL-00088
AL,BIBB,WEST BLOCTON ELEMENTARY SCHOOL,0.9201,500,AL-00089
AL,BIBB,WEST BLOCTON HIGH SCHOOL,0.990275,500,AL-00090
AL,BIBB,WEST BLOCTON MIDDLE SCHOOL,0.97615,500,AL-00091
AL,BIBB,WOODSTOCK ELEMENTARY SCHOOL,0.954,500,AL-00092
AL,BLOUNT,APPALACHIAN  SCHOOL,0.988530769230769,500,AL-00093
AL,BLOUNT,BLOUNT COUNTY LEARNING CENTER,0.990384615384615,500,AL-00094
AL,BLOUNT,BLOUNTSVILLE ELEMENTARY SCHOOL,0.991914285714286,500,AL-00095
AL,BLOUNT,CLEVELAND ELEMENTARY SCHOOL,0.986842857142857,500,AL-00096
AL,BLOUNT,CLEVELAND HIGH SCHOOL,0.9881,500,AL-00097
AL,BLOUNT,HAYDEN ELEMENTARY SCHOOL,0.9885,500,AL-00098
AL,BLOUNT,HAYDEN HIGH SCHOOL,0.99386,500,AL-00099
AL,BLOUNT,HAYDEN MIDDLE SCHOOL,0.9856,500,AL-00100
AL,BLOUNT,HAYDEN PRIMARY SCHOOL,0.970966666666667,500,AL-00101
AL,BLOUNT,JB PENNINGTON HIGH SCHOOL,0.98765,500,AL-00102
AL,BLOUNT,LOCUST FORK ELEMENTARY,0.992142857142857,500,AL-00103
AL,BLOUNT,LOCUST FORK HIGH SCHOOL,1,500,AL-00104
AL,BLOUNT,MT. PLEASANT CHRISTIAN SCHOOL,0.862915384615385,500,AL-00105
AL,BLOUNT,ONEONTA ELEMENTARY SCHOOL,0.989916666666667,500,AL-00106
AL,BLOUNT,ONEONTA HIGH SCHOOL,0.994875,500,AL-00107
AL,BLOUNT,ONEONTA MIDDLE SCHOOL,0.993833333333333,500,AL-00108
AL,BLOUNT,SOUTHEASTERN SCHOOL,0.981715384615385,500,AL-00109
AL,BLOUNT,SUSAN MOORE ELEMENTARY SCHOOL,0.991,500,AL-00110
AL,BLOUNT,SUSAN MOORE HIGH SCHOOL,0.99775,500,AL-00111
AL,BULLOCK,BULLOCK COUNTY HIGH SCHOOL,0.99395,500,AL-00112
AL,BULLOCK,CONECUH SPRINGS CHRISTIAN SCHOOL,0.991453846153846,500,AL-00113
AL,BULLOCK,SOUTH HIGHLANDS MIDDLE SCHOOL,0.991875,500,AL-00114
AL,BULLOCK,UNION SPRINGS ELEMENTARY SCHOOL,0.98036,500,AL-00115
AL,BUTLER,FORT DALE ACADEMY,0.976553846153846,500,AL-00116
AL,BUTLER,GEORGIANA SCHOOL,0.991123076923077,500,AL-00117
AL,BUTLER,GREENVILLE ELEMENTARY SCHOOL,0.9961,500,AL-00118
AL,BUTLER,GREENVILLE HIGH SCHOOL,0.978525,500,AL-00119
AL,BUTLER,GREENVILLE MIDDLE SCHOOL,0.99545,500,AL-00120
AL,BUTLER,MCKENZIE HIGH SCHOOL,0.9984,500,AL-00121
AL,BUTLER,WO PARMER ELEMENTARY SCHOOL,0.9658,500,AL-00122
AL,CALHOUN,ALEXANDRIA ELEMENTARY SCHOOL,0.94628,500,AL-00123
AL,CALHOUN,ALEXANDRIA HIGH SCHOOL,0.99405,500,AL-00124
AL,CALHOUN,ALEXANDRIA MIDDLE SCHOOL,0.980325,500,AL-00125
AL,CALHOUN,ANNISTON HIGH SCHOOL,0.9712,500,AL-00126
AL,CALHOUN,ANNISTON MIDDLE SCHOOL,0.977933333333333,500,AL-00127
AL,CALHOUN,CE HANNA SCHOOL,0.9718,500,AL-00128
AL,CALHOUN,COBB PREPARATORY ACADEMY,0.9507,500,AL-00129
AL,CALHOUN,COLDWATER ELEMENTARY SCHOOL,0.94546,500,AL-00130
AL,CALHOUN,DEARMANVILLE ELEMENTARY SCHOOL,0.98858,500,AL-00131
AL,CALHOUN,EXCEL ACADEMY,0.98675,500,AL-00132
AL,CALHOUN,FAITH CHRISTIAN SCHOOL,0.930946153846154,500,AL-00133
AL,CALHOUN,GOLDEN SPRINGS ELEMENTARY SCHOOL,0.9592,500,AL-00134
AL,CALHOUN,JACKSONVILLE CHRISTIAN ACADEMY,0.892015384615385,500,AL-00135
AL,CALHOUN,JACKSONVILLE HIGH SCHOOL,0.988083333333333,500,AL-00136
AL,CALHOUN,KITTY STONE ELEMENTARY SCHOOL,0.965542857142857,500,AL-00137
AL,CALHOUN,OHATCHEE ELEMENTARY SCHOOL,0.974285714285714,500,AL-00138
AL,CALHOUN,OHATCHEE HIGH SCHOOL,0.986766666666667,500,AL-00139
AL,CALHOUN,OXFORD ELEMENTARY SCHOOL,0.94178,500,AL-00140
AL,CALHOUN,OXFORD HIGH SCHOOL,0.9658,500,AL-00141
AL,CALHOUN,OXFORD MIDDLE SCHOOL,0.98015,500,AL-00142
AL,CALHOUN,PIEDMONT ELEMENTARY SCHOOL,0.972166666666667,500,AL-00143
AL,CALHOUN,PIEDMONT HIGH SCHOOL,1,500,AL-00144
AL,CALHOUN,PIEDMONT MIDDLE SCHOOL,0.991433333333333,500,AL-00145
AL,CALHOUN,PLEASANT VALLEY ELEMENTARY SCHOOL,0.9603,500,AL-00146
AL,CALHOUN,PLEASANT VALLEY HIGH SCHOOL,0.992216666666667,500,AL-00147
AL,CALHOUN,RANDOLPH PARK ELEMENTARY SCHOOL,0.96934,500,AL-00148
AL,CALHOUN,SAKS ELEMENTARY SCHOOL,0.991385714285714,500,AL-00149
AL,CALHOUN,SAKS HIGH SCHOOL,0.99235,500,AL-00150
AL,CALHOUN,THE DONOHO SCHOOL,0.977407692307692,500,AL-00151
AL,CALHOUN,THE LEARNING TREE ANNISTON,1,500,AL-00152
AL,CALHOUN,TRINITY CHRISTIAN ACADEMY,0.910592307692308,500,AL-00153
AL,CALHOUN,WEAVER ELEMENTARY SCHOOL,0.985514285714286,500,AL-00154
AL,CALHOUN,WEAVER HIGH SCHOOL,0.99605,500,AL-00155
AL,CALHOUN,WELLBORN ELEMENTARY SCHOOL,0.981328571428571,500,AL-00156
AL,CALHOUN,WELLBORN HIGH SCHOOL,0.988633333333333,500,AL-00157
AL,CALHOUN,WHITE PLAINS ELEMENTARY SCHOOL,0.96024,500,AL-00158
AL,CALHOUN,WHITE PLAINS HIGH SCHOOL,0.984,500,AL-00159
AL,CALHOUN,WHITE PLAINS MIDDLE SCHOOL,0.992275,500,AL-00160
AL,CHAMBERS,ACTS ACADEMY,1,500,AL-00161
AL,CHAMBERS,BOB HARDING-SHAWMUT ELEMENTARY,0.9842,500,AL-00162
AL,CHAMBERS,CHAMBERS ACADEMY,0.994945454545455,500,AL-00163
AL,CHAMBERS,FAIRFAX ELEMENTARY SCHOOL,0.979383333333333,500,AL-00164
AL,CHAMBERS,FIVE POINTS ELEMENTARY SCHOOL,1,500,AL-00165
AL,CHAMBERS,HUGULEY ELEMENTARY SCHOOL,0.984833333333333,500,AL-00166
AL,CHAMBERS,INSPIRE VIRTUAL ACADEMY,1,500,AL-00167
AL,CHAMBERS,JOHN P POWELL MIDDLE SCHOOL,0.992766666666667,500,AL-00168
AL,CHAMBERS,LAFAYETTE EASTSIDE ELEMENTARY SCHOOL,0.9703,500,AL-00169
AL,CHAMBERS,LAFAYETTE HIGH SCHOOL,1,500,AL-00170
AL,CHAMBERS,LANETT JUNIOR HIGH SCHOOL,0.99335,500,AL-00171
AL,CHAMBERS,LANETT SENIOR HIGH SCHOOL,0.9639,500,AL-00172
AL,CHAMBERS,SPRINGWOOD SCHOOL,0.975654545454545,500,AL-00173
AL,CHAMBERS,TEMPLE CHRISTIAN SCHOOL,0.75,500,AL-00174
AL,CHAMBERS,VALLEY HIGH SCHOOL,0.996875,500,AL-00175
AL,CHAMBERS,W F BURNS MIDDLE SCHOOL,0.9927,500,AL-00176
AL,CHAMBERS,W. O. LANCE ELEMENTARY,0.963685714285714,500,AL-00177
AL,CHEROKEE,CEDAR BLUFF HIGH SCHOOL,0.975284615384615,500,AL-00178
AL,CHEROKEE,CENTRE ELEMENTARY SCHOOL,0.97206,500,AL-00179
AL,CHEROKEE,CENTRE MIDDLE SCHOOL,0.980725,500,AL-00180
AL,CHEROKEE,CHEROKEE COUNTY HIGH SCHOOL,0.98715,500,AL-00181
AL,CHEROKEE,GAYLESVILLE HIGH SCHOOL,0.988446153846154,500,AL-00182
AL,CHEROKEE,SAND ROCK HIGH SCHOOL,0.982692307692308,500,AL-00183
AL,CHEROKEE,SPRING GARDEN HIGH SCHOOL,0.988261538461538,500,AL-00184
AL,CHILTON,CHILTON CHRISTIAN ACADEMY,0.980369230769231,500,AL-00185
AL,CHILTON,CHILTON COUNTY HIGH SCHOOL,0.9794,500,AL-00186
AL,CHILTON,CLANTON ELEMENTARY SCHOOL,0.96745,500,AL-00187
AL,CHILTON,CLANTON INTERMEDIATE SCHOOL,0.977866666666667,500,AL-00188
AL,CHILTON,CLANTON MIDDLE SCHOOL,0.9916,500,AL-00189
AL,CHILTON,ISABELLA HIGH SCHOOL,0.973961538461538,500,AL-00190
AL,CHILTON,JEMISON ELEMENTARY SCHOOL,0.973775,500,AL-00191
AL,CHILTON,JEMISON HIGH SCHOOL (JEMISON),0.979875,500,AL-00192
AL,CHILTON,JEMISON INTERMEDIATE SCHOOL,0.9978,500,AL-00193
AL,CHILTON,JEMISON MIDDLE SCHOOL,0.9914,500,AL-00194
AL,CHILTON,MAPLESVILLE HIGH SCHOOL,0.995192307692308,500,AL-00195
AL,CHILTON,THORSBY HIGH SCHOOL,0.954923076923077,500,AL-00196
AL,CHILTON,VERBENA HIGH SCHOOL,0.987923076923077,500,AL-00197
AL,CHOCTAW,CHOCTAW COUNTY ELEMENTARY,0.896685714285714,500,AL-00198
AL,CHOCTAW,CHOCTAW COUNTY HIGH SCHOOL,0.975516666666667,500,AL-00199
AL,CHOCTAW,PATRICIAN ACADEMY,0.962569230769231,500,AL-00200
AL,CHOCTAW,SOUTH CHOCTAW ACADEMY,0.984853846153846,500,AL-00201
AL,CHOCTAW,SOUTHERN CHOCTAW ELEMENTARY SCHOOL,0.952328571428571,500,AL-00202
AL,CHOCTAW,SOUTHERN CHOCTAW HIGH SCHOOL,0.98445,500,AL-00203
AL,CLARKE,CLARKE COUNTY HIGH SCHOOL,1,500,AL-00204
AL,CLARKE,CLARKE PREP SCHOOL,0.951230769230769,500,AL-00205
AL,CLARKE,GROVE HILL ELEMENTARY SCHOOL,0.99376,500,AL-00206
AL,CLARKE,JACKSON ACADEMY,0.944030769230769,500,AL-00207
AL,CLARKE,JACKSON HIGH SCHOOL,0.997675,500,AL-00208
AL,CLARKE,JACKSON INTERMEDIATE SCHOOL,0.985633333333333,500,AL-00209
AL,CLARKE,JACKSON MIDDLE SCHOOL,0.992433333333333,500,AL-00210
AL,CLARKE,JOE M GILLMORE ELEMENTARY SCHOOL,0.986333333333333,500,AL-00211
AL,CLARKE,THOMASVILLE ELEMENTARY SCHOOL,0.9814,500,AL-00212
AL,CLARKE,THOMASVILLE HIGH SCHOOL,0.997025,500,AL-00213
AL,CLARKE,THOMASVILLE MIDDLE SCHOOL,0.983375,500,AL-00214
AL,CLARKE,WILSON HALL MIDDLE SCHOOL,0.99325,500,AL-00215
AL,CLAY,ASHLAND ELEMENTARY SCHOOL,0.978042857142857,500,AL-00216
AL,CLAY,CENTRAL HIGH SCHOOL OF CLAY COUNTY,0.990575,500,AL-00217
AL,CLAY,CENTRAL JR HIGH SCHOOL OF CLAY COUNTY,0.99595,500,AL-00218
AL,CLAY,CLAY COUNTY CHRISTIAN ACADEMY,0.907523076923077,500,AL-00219
AL,CLAY,FIRST ASSEMBLY CHRISTIAN SCHOOL,0.994084615384615,500,AL-00220
AL,CLAY,LINEVILLE ELEMENTARY SCHOOL,0.995914285714286,500,AL-00221
AL,CLEBURNE,CLEBURNE COUNTY ELEMENTARY SCHOOL,0.98024,500,AL-00222
AL,CLEBURNE,CLEBURNE COUNTY HIGH SCHOOL,0.97706,500,AL-00223
AL,CLEBURNE,CLEBURNE COUNTY MIDDLE SCHOOL,0.9776,500,AL-00224
AL,CLEBURNE,FRUITHURST ELEMENTARY SCHOOL,0.952642857142857,500,AL-00225
AL,CLEBURNE,PLEASANT GROVE ELEMENTARY SCHOOL (CLEBURNE),0.9152,500,AL-00226
AL,CLEBURNE,RANBURNE ELEMENTARY SCHOOL,0.9517,500,AL-00227
AL,CLEBURNE,RANBURNE HIGH SCHOOL,0.99805,500,AL-00228
AL,COFFEE,BROOKWOOD ELEMENTARY SCHOOL,0.964885714285714,500,AL-00229
AL,COFFEE,COPPINVILLE SCHOOL,0.98335,500,AL-00230
AL,COFFEE,DAUPHIN JUNIOR HIGH SCHOOL,0.9879,500,AL-00231
AL,COFFEE,ELBA ELEMENTARY SCHOOL,0.9945,500,AL-00232
AL,COFFEE,ELBA HIGH SCHOOL,0.99205,500,AL-00233
AL,COFFEE,ENTERPRISE HIGH SCHOOL,0.986325,500,AL-00234
AL,COFFEE,HARRAND CREEK ELEMENTARY SCHOOL,0.958214285714286,500,AL-00235
AL,COFFEE,HILLCREST ELEMENTARY SCHOOL,0.980328571428571,500,AL-00236
AL,COFFEE,HOLLY HILL ELEMENTARY SCHOOL,0.980457142857143,500,AL-00237
AL,COFFEE,KINSTON SCHOOL,0.988884615384615,500,AL-00238
AL,COFFEE,NEW BROCKTON ELEMENTARY SCHOOL,0.963433333333333,500,AL-00239
AL,COFFEE,NEW BROCKTON HIGH SCHOOL,0.991825,500,AL-00240
AL,COFFEE,NEW BROCKTON MIDDLE SCHOOL,0.986533333333333,500,AL-00241
AL,COFFEE,PATHWAY INC,0.989611111111111,500,AL-00242
AL,COFFEE,PINEDALE ELEMENTARY SCHOOL,0.995042857142857,500,AL-00243
AL,COFFEE,RUCKER BOULEVARD ELEMENTARY SCHOOL,0.9828,500,AL-00244
AL,COFFEE,WIREGRASS CHRISTIAN ACADEMY,0.882757142857143,500,AL-00245
AL,COFFEE,ZION CHAPEL HIGH SCHOOL,0.985892307692308,500,AL-00246
AL,COLBERT,CHEROKEE ELEMENTARY SCHOOL,0.968,500,AL-00247
AL,COLBERT,CHEROKEE HIGH SCHOOL,0.986833333333333,500,AL-00248
AL,COLBERT,COLBERT COUNTY HIGH SCHOOL,0.993833333333333,500,AL-00249
AL,COLBERT,COLBERT HEIGHTS ELEMENTARY SCHOOL,0.986571428571428,500,AL-00250
AL,COLBERT,COLBERT HEIGHTS HIGH SCHOOL,0.991316666666667,500,AL-00251
AL,COLBERT,COVENANT CHRISTIAN SCHOOL (COLBERT),0.952784615384615,500,AL-00252
AL,COLBERT,DESHLER HIGH SCHOOL,0.99405,500,AL-00253
AL,COLBERT,DESHLER MIDDLE SCHOOL,0.988766666666667,500,AL-00254
AL,COLBERT,G W TRENHOLM PRIMARY SCHOOL,0.9657,500,AL-00255
AL,COLBERT,HATTON ELEMENTARY SCHOOL (COLBERT),0.965885714285714,500,AL-00256
AL,COLBERT,HIGHLAND PARK ELEMENTARY SCHOOL,0.97345,500,AL-00257
AL,COLBERT,HOWELL GRAVES PRESCHOOL,0.9812,500,AL-00258
AL,COLBERT,L E WILLSON ELEMENTARY SCHOOL,0.978725,500,AL-00259
AL,COLBERT,LEIGHTON ELEMENTARY SCHOOL,0.989671428571429,500,AL-00260
AL,COLBERT,MCBRIDE ELEMENTARY SCHOOL,0.9726,500,AL-00261
AL,COLBERT,MUSCLE SHOALS HIGH SCHOOL,0.980975,500,AL-00262
AL,COLBERT,MUSCLE SHOALS MIDDLE SCHOOL,0.985933333333333,500,AL-00263
AL,COLBERT,NEW BETHEL ELEMENTARY SCHOOLS,0.986985714285714,500,AL-00264
AL,COLBERT,R E THOMPSON INTERMEDIATE SCHOOL,0.977933333333333,500,AL-00265
AL,COLBERT,SHEFFIELD HIGH SCHOOL,0.99705,500,AL-00266
AL,COLBERT,SHEFFIELD JUNIOR HIGH SCHOOL,1,500,AL-00267
AL,COLBERT,WA THREADGILL PRIMARY SCHOOL,0.978233333333333,500,AL-00268
AL,COLBERT,WEBSTER ELEMENTARY SCHOOL,0.98915,500,AL-00269
AL,CONECUH,CONECUH COUNTY JUNIOR HIGH SCHOOL,1,500,AL-00270
AL,CONECUH,EVERGREEN ELEMENTARY SCHOOL,0.94685,500,AL-00271
AL,CONECUH,HILLCREST HIGH SCHOOL,0.996475,500,AL-00272
AL,CONECUH,LYEFFION JUNIOR HIGH SCHOOL,0.958022222222222,500,AL-00273
AL,CONECUH,REPTON JUNIOR HIGH SCHOOL,1,500,AL-00274
AL,CONECUH,SPARTA ACADEMY,0.954061538461539,500,AL-00275
AL,CONECUH,THURGOOD MARSHALL MIDDLE SCHOOL,1,500,AL-00276
AL,COOSA,CENTRAL ELEMENTARY SCHOOL (ROCKFORD),0.9922,500,AL-00277
AL,COOSA,CENTRAL HIGH SCHOOL - ROCKFORD,0.993483333333333,500,AL-00278
AL,COVINGTON,ANDALUSIA ELEMENTARY SCHOOL,0.982457142857143,500,AL-00279
AL,COVINGTON,ANDALUSIA HIGH SCHOOL,0.991325,500,AL-00280
AL,COVINGTON,ANDALUSIA JUNIOR HIGH,0.9926,500,AL-00281
AL,COVINGTON,FLEETA SCHOOL,0.979388888888889,500,AL-00282
AL,COVINGTON,FLORALA HIGH SCHOOL,0.9955,500,AL-00283
AL,COVINGTON,OPP ELEMENTARY SCHOOL,0.97546,500,AL-00284
AL,COVINGTON,OPP HIGH SCHOOL,0.992525,500,AL-00285
AL,COVINGTON,OPP MIDDLE SCHOOL,0.99485,500,AL-00286
AL,COVINGTON,PLEASANT HOME SCHOOL,0.983061538461538,500,AL-00287
AL,COVINGTON,RED LEVEL SCHOOL,0.971876923076923,500,AL-00288
AL,COVINGTON,STRAUGHN ELEMENTARY SCHOOL,0.976133333333333,500,AL-00289
AL,COVINGTON,STRAUGHN HIGH SCHOOL,0.989725,500,AL-00290
AL,COVINGTON,STRAUGHN MIDDLE SCHOOL,0.9827,500,AL-00291
AL,COVINGTON,WS HARLAN ELEMENTARY SCHOOL,0.967842857142857,500,AL-00292
AL,CRENSHAW,BRANTLEY HIGH SCHOOL,0.993692307692308,500,AL-00293
AL,CRENSHAW,CRENSHAW CHRISTIAN ACADEMY,0.978015384615385,500,AL-00294
AL,CRENSHAW,HIGHLAND HOME SCHOOL,0.983484615384615,500,AL-00295
AL,CRENSHAW,LUVERNE HIGH SCHOOL,0.9901,500,AL-00296
AL,CRENSHAW,NEW COVENANT CHRISTIAN ACADEMY,1,500,AL-00297
AL,CULLMAN,COLD SPRINGS ELEMENTARY SCHOOL,0.974122222222222,500,AL-00298
AL,CULLMAN,COLD SPRINGS HIGH SCHOOL,0.978075,500,AL-00299
AL,CULLMAN,CULLMAN CHILD DEVELOPMENT CENTER,0.948561538461538,500,AL-00300
AL,CULLMAN,CULLMAN CITY PRIMARY SCHOOL,0.9452,500,AL-00301
AL,CULLMAN,CULLMAN HIGH SCHOOL,0.975075,500,AL-00302
AL,CULLMAN,CULLMAN MIDDLE SCHOOL,0.9724,500,AL-00303
AL,CULLMAN,EAST ELEMENTARY SCHOOL,0.976325,500,AL-00304
AL,CULLMAN,FAIRVIEW ELEMENTARY SCHOOL,0.977683333333333,500,AL-00305
AL,CULLMAN,FAIRVIEW HIGH SCHOOL,0.986075,500,AL-00306
AL,CULLMAN,FAIRVIEW MIDDLE SCHOOL,0.982366666666667,500,AL-00307
AL,CULLMAN,GOOD HOPE ELEMENTARY SCHOOL,0.974066666666667,500,AL-00308
AL,CULLMAN,GOOD HOPE HIGH SCHOOL,0.990225,500,AL-00309
AL,CULLMAN,GOOD HOPE MIDDLE SCHOOL,0.9717,500,AL-00310
AL,CULLMAN,GOOD HOPE PRIMARY SCHOOL,0.9657,500,AL-00311
AL,CULLMAN,HANCEVILLE ELEMENTARY SCHOOL,0.948066666666667,500,AL-00312
